,risk_rating,Self_exclude_flag,Country_Code,BR Code,Period,Client,Variable_3_Y0,Variable_13_Y1,Variable_21_Y0,Variable_20_Y0,Variable_22_Y0,Variable_12_Y2,Variable_12_Y1,Variable_29_Y0,Variable_9_Y0,Variable_18_Y1,Variable_1_Y0,Variable_1_Y1,Variable_22_Y2,Variable_14_Y0,Variable_19_Y0,Variable_24_Y0,Variable_22_Y1
22529,7,1,1,5,2019Q1,10443,598378.9182,623538.0949,604437.9816,594415.2738,586324.3037,577188.5,588178.4758,581399.0478,580709.4999,582965.4368,582563.5555,617262.1338,607042.1339,569678.0842,599362.2108,589334.2192,618449.5884
5045,9,0,0,11,2019Q1,2017,663084.3184,627017.0649,596518.3572,603877.9109,616352.1063,612780.1727,574083.4885,606357.1407,661965.2196,621178.2507,625455.1121,579857.7089,575493.2224,597619.71,631075.7056,616502.3261,573098.9182
20814,7,1,1,5,2019Q4,9065,608323.8065,584083.9944,584943.4278,588649.504,613827.0678,598818.6155,623271.2145,627916.3221,573196.9237,595631.0745,583237.18,578483.1468,598868.6457,572304.1609,576188.6796,613333.7823,595535.4801
26649,8,1,0,34,2015Q2,13382,587560.5619,624324.9005,594675.6568,574964.3148,603753.6994,598552.865253717,628000.4177,578717.2002,581816.4834,570008.5448,620907.9116,612912.2695,599617.3676039265,619215.4077,580303.3592,624332.5553,600260.2369
25525,4,1,0,12,2016Q4,12960,588817.7189,628643.5071,609890.0233,569554.6955,591723.2267,591105.9021,585030.8187,610296.2054,570854.8572,570770.5016,596666.2174,571004.7896,592198.6204,609722.3659,589393.0473,620069.9838,607347.2209
6163,8,1,1,5,2015Q2,2466,622071.757,598434.3828,578413.811,611613.409,616076.6289,598552.865253717,592596.4865,572051.4948,568886.3755,584094.7254,593826.2617,613500.6458,599617.3676039265,591583.7221,584006.2858,582195.4436,614552.4292
24784,8,1,0,80,2016Q4,12671,587672.9912,607256.1493,605496.3672,606201.1027,575330.7334,577139.1615,597795.9423,586210.2953,593000.563,578601.768,580992.9008,600368.476,618789.5019,593778.0562,616930.4287,623352.0684,626803.656
26141,6,1,0,8,2015Q3,13197,608126.8488,624759.2322,599313.1584,616205.0094,618498.0445,598552.865253717,584626.6496,587101.8785,612990.268,616236.6145,581819.5517,583362.316,599617.3676039265,595105.9246,579500.2403,624421.7044,610794.2005
23572,5,1,0,12,2020Q1,11563,584035.9386,577230.4952,594922.9176,612089.2906,617140.2378,598552.865253717,625219.4328,599748.9078078358,592923.6822,618716.5991,590894.0504,609869.3846,599617.3676039265,610267.1061,598405.6922,611995.2305,595555.9724
15295,5,1,0,19,2016Q4,6034,602175.53,628351.2856,591697.2877,608478.5323,570518.0071,582889.0594,624710.401,599748.9078078358,614518.639,575809.2028,572359.6022,600994.8217,608199.9909,598761.655,626210.1069,597047.622,573583.6252
9733,6,1,0,53,2019Q1,3909,621513.4252,578516.9019,600547.6398,580119.789,613784.1674,599301.0539,570429.0633,599748.9078078358,580546.3156,620649.9515,623125.0273,580910.3131,586753.3364,594256.4551,604256.1272,580547.2124,597034.3898
4634,3,1,0,0,2019Q3,1855,599396.0644,573976.7238,596218.8672,602386.8539,606574.2831,604209.3234,578700.5423,599748.9078078358,582908.2055,570012.7331,591430.7561,598301.2347,580577.8735,627217.8794,583671.6861,601726.3195,609772.591
7834,8,1,1,5,2019Q2,3123,626064.6298,615595.1608,610680.2706,606130.1126,589753.3401,574859.7809,589959.2567,569307.9225,624186.6986,611355.6554,606142.7201,599763.056,623134.4617,583255.8753,584939.5203,583752.7115,594252.2042
23514,8,1,1,5,2019Q3,11498,589899.0049,586386.2345,604210.4112,610322.0837,599837.1834,592453.0419,616479.8609,591957.5928,594231.073,627834.4298,598806.6079,585145.5931,614244.7017,586865.1311,617546.7987,574078.2102,593541.2467
14375,4,1,1,5,2019Q4,5647,576484.3471,612431.9346,571597.4965,618605.5439,625882.905,599717.7913,625746.4311,625193.5381,616025.2372,585100.6271,622258.0427,593837.4377,580984.056,627982.4893,580047.0268,622062.1864,588627.9201
20547,10,0,0,33,2019Q3,8895,635584.1967,576075.2272,613813.8789,573737.1023,621036.8091,598552.865253717,610541.5317,604910.7063,590766.6516,579030.9814,594180.5937,575770.7503,599617.3676039265,582838.9147,584277.9389,584900.4213,627000.5943
11721,8,1,1,5,2016Q4,4661,600281.013,623980.8673,605739.1239,582075.322,587638.855,594216.3952,623079.408,618843.4614,616949.3906,611082.1555,627082.5402,593328.8464,613504.7693,577507.6681,623302.3164,616495.0753,599295.0461
19336,6,1,1,5,2019Q3,8096,621251.0584,590822.7942,605174.2874,584233.2461,625429.6229,578761.5558,578492.0411,621780.4544,619056.2511,587533.7674,624015.4335,584762.9541,592654.0761,622215.7566,604134.3251,595718.364,601073.5915
19177,6,1,0,80,2020Q1,8003,572336.4692,587559.2037,571527.7429,604817.4764,609393.107,593285.346,583153.4635,582272.1219,592075.8962,605752.7247,575292.9394,610537.275,627185.3593,626846.1789,622117.6796,599677.0623,581537.2422
3527,7,1,0,19,2015Q3,1397,604516.0506,580188.9532,605437.6561,594926.4303,573535.1185,598552.865253717,626425.0092,594495.4244,596842.5198,624352.1056,610741.6464,573748.9413,599617.3676039265,625463.5974,604082.323,580593.3534,594328.8201
2317,4,1,1,5,2020Q1,917,623565.929,592917.8599,592313.47,587924.5944,599865.6615,593762.0702,573706.3428,599748.9078078358,595820.3518,620857.7403,605980.1037,600950.5718,591638.9722,579709.8797,627602.7321,605783.8738,593771.3739
7741,8,1,0,16,2015Q2,3090,571011.7224,597858.5414,589352.4294,612468.5769,576818.3802,598552.865253717,626976.6946,585742.903,606454.6188,598378.540963387,584966.8161,620570.1491,599617.3676039265,610998.4564,589355.4283,596833.0037,581952.4863
3958,8,1,0,12,2019Q3,1580,626400.7778,573222.1401,603601.2413,623270.0702,612938.7537,575797.0691,613788.2628,601637.2146,605562.6977,616586.2688,583781.2007,569803.7033,594822.4452,585250.2297,629238.2186,624215.7814,621491.0783
12882,4,1,0,30,2017Q4,5071,593119.2363,617506.0973,624968.018,600306.233,603987.4075,574759.8898,576727.4942,587641.0212,594857.9878,624467.2168,595231.6976,586421.4331,618131.5156,613267.5209,578587.6398,607719.8008,600048.1084
22338,6,1,0,26,2019Q1,10257,617408.9237,586724.194,577272.5387,616791.0823,576816.6966,598552.865253717,594841.3036,599748.9078078358,609156.2785,621361.0002,591711.725,568696.9227,599617.3676039265,586247.445,606309.9853,597104.3211,596447.22
2914,6,1,1,5,2019Q4,1159,633691.7684,572433.4613,575900.1769,617353.3684,598177.1121,586414.2427,616383.8732,612580.0806,587036.8972,573250.8341,610784.6548,606357.9569,591150.3969,612206.3286,611318.5933,610372.6702,582729.9085
23382,8,1,1,5,2020Q1,11341,598399.5116,574040.6784,570406.3881,604229.9835,624929.5251,598552.865253717,584754.9815,578609.2291,588466.5919,619850.9164,605570.655,625773.2434,599617.3676039265,579784.858,595324.3012,580485.4448,589341.9617
8112,7,1,1,5,2017Q1,3234,584907.0495,571193.4907,573346.7564,610640.7128,602494.6988,626760.1287,578120.9485,588568.8274,610534.435,597408.7588,642541.8502,597281.6048,628459.4845,594923.0774,625643.6192,573401.344,626908.1835
2331,12,0,0,8,2015Q4,924,583019.3735,628114.5603,590030.853,591331.9364,600229.3376,598552.865253717,622203.0129,627459.5834,619000.2896,604244.7964,571397.4582,574057.5141,599617.3676039265,576200.6584,575662.5602,620518.2741,597152.4057
27756,6,1,0,12,2017Q3,13842,588854.8481,605703.5074,585127.2549,619690.1155,606304.9213,581447.6521,606471.2432,608338.7492,613810.6342,616425.6802,610470.2461,570263.1164,599370.2443,620997.7626,595012.5388,598900.8453,584902.7291
5907,8,1,0,19,2015Q2,2355,582922.8775,570289.5577,617826.2969,592200.6649,589882.1592,598552.865253717,613718.7562,576025.5405,631699.0762,628252.5625,575442.0845,620858.6508,599617.3676039265,606471.8408,618348.6339,577746.6201,587345.9465
12706,4,1,0,30,2015Q4,5007,603213.6925,585145.7091,568890.7123,583376.5812,590738.0381,598552.865253717,620665.1197,589652.1319,607772.4596,607899.5147,609757.7704,608474.4796,599617.3676039265,616654.7167,589228.7603,612580.7337,586246.0035
16414,6,1,0,32,2015Q3,6556,603604.9474874921,598854.3324931494,598552.2353592789,598479.9032734132,599258.6072412956,598552.865253717,598627.38952835,599748.9078078358,590389.9843,598378.540963387,600614.9081356999,600642.5045596543,599617.3676039265,600919.1105765322,600457.8982,598494.1865546126,599621.6050248608
1183,3,1,0,18,2017Q4,464,588146.374,593840.8336,598450.5806,574342.9698,575904.7386,586810.5279,575170.505,599748.9078078358,604131.9983,627243.4673,628887.3346,573440.6199,590241.7363,626807.2649,608175.353,569514.5848,594243.3351
19242,6,1,0,3,2019Q4,8043,596914.0093,582789.0919,627501.1191,588261.4305,604327.4834,584069.4311,627465.6446,599748.9078078358,579540.9116,573221.3596,600916.1322,584103.0145,615721.6981,577437.5291,585732.6384,594677.0913,575128.787
8343,8,1,0,19,2015Q3,3332,609751.0715,598854.3324931494,597891.9702,613273.0097,596319.1588,598552.865253717,598627.38952835,583457.6217,619342.4085,598378.540963387,602799.2688,600642.5045596543,599617.3676039265,615158.6742,603557.2712,612835.9133,599621.6050248608
6541,7,1,0,21,2015Q2,2612,599199.2418,598854.3324931494,603061.6084,572641.0311,589450.9915,598552.865253717,598627.38952835,578047.0568,625511.2969,598378.540963387,628529.6751,600642.5045596543,599617.3676039265,595380.2804,574744.8283,627847.8514,599621.6050248608
5383,8,1,1,5,2015Q2,2145,584787.7935,622288.3951,605815.3321,585067.127,592019.26,598552.865253717,627906.4644,581204.9436,569974.0307,620467.8036,577922.5831,597839.3983,599617.3676039265,606315.3621,617161.8329,579658.7428,578680.7918
21218,7,1,1,5,2018Q2,9343,626083.0841,613729.4408,573031.2639,614919.0476,587359.3371,599977.3725,582213.5512,599748.9078078358,592297.5256,584737.5041,593802.8683,626084.3374,621742.4773,627261.418,586902.4808,598984.2723,570289.0571
16029,4,1,0,30,2017Q4,6378,602722.8352,568618.4172,595808.8419,572215.7471,609283.5488,616078.4411,576185.4846,604152.1757,615724.0765,602036.587,585803.9552,578191.6222,622631.8899,612652.4139,572434.8913,570493.5231,591173.63
1931,5,1,0,12,2018Q1,759,616164.5052,573117.4068,595190.7033,572585.9089,617670.4897,601847.3657,572346.213,574397.9155,602523.6323,599227.6127,624489.0919,600420.2831,590493.0045,601710.6702,612364.3847,577302.7972,616987.1387
2988,12,0,0,4,2020Q1,1190,595317.9276,609275.2011,611512.1533,622395.4113,606857.2481,601197.0722,619038.8146,607947.7187,606884.7943,579163.5699,610678.242,597586.821,586696.6544,603480.1947,618868.3566,615343.7751,588074.1165
13943,8,1,0,21,2019Q1,5482,609177.7688,581701.1274,576589.5946,602819.6182,589356.1446,618799.4263,624877.8955,621502.372,592441.9374,599894.2052,618125.1668,610006.2144,594299.7046,597791.1419,594582.5927,616751.1467,610727.5412
23983,7,1,1,5,2020Q1,12080,611787.5338,597025.0008,598333.8663,620480.5944,620809.0606,607034.2397,583009.586,578197.937,614880.9055,598260.1805,610214.2304,621875.4679,598559.1467,626714.3824,587093.3958,615326.9763,592704.5839
13477,4,1,0,21,2015Q2,5288,624229.0949,598854.3324931494,598552.2353592789,598479.9032734132,599258.6072412956,598552.865253717,598627.38952835,571881.5528,604836.670615974,598378.540963387,600614.9081356999,600642.5045596543,599617.3676039265,600919.1105765322,603193.691448228,598494.1865546126,599621.6050248608
14480,5,1,0,30,2015Q1,5693,616870.0569,598854.3324931494,608261.1417,614823.1698,591385.6504,598552.865253717,598627.38952835,617993.0406,605346.5677,598378.540963387,573610.4471,600642.5045596543,599617.3676039265,609189.6591,620597.4355,616998.8082,599621.6050248608
2753,4,1,0,4,2019Q2,1094,608937.7315,595702.95,594166.6589,620138.3224,599720.4775,589476.1166,624672.3486,599748.9078078358,594912.0647,628359.6787,624949.0168,613196.5883,597793.0459,576090.7387,625515.794,624509.3632,581730.0269
26040,4,1,1,5,2017Q3,13143,581727.845,599909.9959,613613.0069,620152.2962,618157.7165,578955.1797,572052.4221,572976.7572,585650.1768,601971.4025,600969.5497,582645.2647,585159.3359,621972.9948,605761.9161,573119.1985,570642.1987
214,4,1,0,0,2016Q2,95,627452.7177,595800.0505,592294.5177,583944.1868,579330.4364,581297.6831,592405.3341,599748.9078078358,575710.9848,594343.7092,600988.2692,604008.7865,608514.8372,616421.5708,577253.5134,598617.4043,627668.9155
13888,8,1,0,12,2017Q2,5464,622476.7979,584988.0495,572973.8062,627932.0242,603893.8348,590436.6894,617851.3544,591043.3849,576174.723,577303.1168,584185.2692,599624.5856,609541.4461,589141.4172,587034.6508,620223.6376,619213.6863
1712,6,1,1,5,2015Q4,671,606233.0838,625663.5343,571573.9292,601725.5601,608258.0358,598552.865253717,593243.3359,599748.9078078358,575688.7074,586875.5302,588213.0778,573140.5221,599617.3676039265,603184.3467,580719.0018,569435.9535,610410.6399
18000,7,1,0,1,2018Q2,7362,589802.3239,614489.3673,609271.6435,595953.9028,612518.0404,581509.6205,576738.5603,619687.779,587888.1072,620136.8823,574864.5262,627183.9933,626330.7755,576954.5237,612766.2995,574265.079,613347.5406
8894,12,0,1,5,2019Q3,3554,578903.1068,600042.8019,604354.6517,612043.2646,590230.5744,571523.6377,571919.7598,568261.3507,578177.6451,602981.4965,591034.901,606063.2545,598303.3668,595877.2745,580185.8645,625373.5348,583958.4975
8411,9,0,0,16,2016Q4,3359,619373.3521,587006.9797,569061.196,599282.4623,610119.7126,593500.068,609307.6442,599748.9078078358,586921.3304,597437.5678,585008.8819,613906.0104,603211.3898,628556.7707,568362.2323,614698.5157,616042.6121
23856,7,1,1,5,2019Q4,11911,583998.0497,614666.3355,623173.9215,569301.9529,612036.1331,591005.0829,610863.0396,573473.1871,603020.8606,612347.8906,578953.4805,607156.9425,620401.1993,620485.9582,579154.0722,603279.1285,570495.6389
25469,6,1,0,4,2019Q1,12941,620861.598,575342.6544,598528.1029,619254.6995,616751.9223,597048.2519,600636.7648,599748.9078078358,582234.573,569263.0721,600187.5945,592452.7988,611871.0732,578026.4517,608054.2151,610143.6841,574470.6682
21133,8,1,0,53,2016Q4,9279,613770.5959,617356.141,596506.1781,600437.9796,602976.2425,620889.5237,576229.8881,599748.9078078358,597689.546,624345.1754,615377.7665,594466.7696,640429.3563,645242.2412,564858.1626,593005.5806,632677.279
16990,7,1,1,5,2017Q1,6843,571410.8473,603434.8395,618279.5699,623284.2274,570953.2137,580586.4308,576135.7612,606332.4411,604836.670615974,575848.6699,588034.2813,615786.4085,615558.2501,600675.8837,595914.8516,600805.3395,575793.6249
10549,5,1,0,71,2016Q1,4215,591887.7863,612904.9643,615074.5606,568716.3201,568803.3939,598552.865253717,587466.1982,599748.9078078358,578400.4243,602168.4744,604345.5052,628311.6806,599617.3676039265,602083.022,624355.4763,590921.062,584974.7761
27440,4,1,1,5,2019Q3,13704,607207.6729,604533.4153,599083.2898,610462.0532,604906.276,595264.3864,573308.4605,615197.1521,580726.3082,596597.9452,592458.4069,586009.9613,571956.1259,604001.9116,619864.8129,608135.4748,585604.6656
8896,9,0,1,5,2016Q4,3554,576397.3911,628269.4848,597995.1159,585127.8438,619888.9304,586393.1264,611737.3212,593965.7387,588714.7282,615576.8052,628458.7873,584619.6382,582240.3883,593330.5224,574404.6011,609281.654,616346.4542
19959,6,1,0,8,2018Q4,8482,601625.4509,601910.8887,619708.9438,619863.1111,598888.2169,571437.1952,581102.7335,603497.6061,615268.3321,598378.540963387,627972.2545,586911.5862,627926.0233,627788.5825,626517.7985,573228.6998,597232.6425
27232,8,1,1,5,2015Q3,13612,627975.0812,596682.6228,623841.7768,570554.9273,618194.9462,598552.865253717,610372.8568,599748.9078078358,603383.0668,585026.8219,569160.2083,612786.0252,599617.3676039265,572004.3032,590794.8629,612785.8534,592311.772
12473,8,1,0,19,2018Q2,4925,627299.688,604545.9154,610686.0674,601264.2395,609128.824,602416.3022,623544.9777,600477.1103,589496.1815,592979.3409,622914.3134,604145.316,628287.4866,609772.3012,614664.1348,568878.1571,590914.7212
25572,8,1,0,8,2017Q4,12982,612812.43,594009.0869,582585.4563,588081.3992,614035.9783,618040.0292,586309.8725,624598.4964,577770.6429,602755.2616,616731.203,594682.9032,623594.7724,569393.6996,570507.6554,624099.7873,579107.2872
7488,7,1,0,33,2015Q2,2975,609944.3622,597386.489,581449.1004,584808.3485,627222.4594,613715.5927,626388.5771,625965.7628,616744.4322,623311.0847,605954.5157,624235.0512,585294.8297,573602.0873,616814.4225,590592.4656,608317.4938
9044,8,1,1,5,2017Q1,3628,590446.6427,590403.2868,616045.2354,587150.645,596648.6008,600712.8976,623977.4793,627249.3856,622874.8718,613423.7065,587299.6064,618972.8037,578935.9812,590196.4241,600910.1409,624846.4469,616802.0817
4279,7,1,1,5,2019Q1,1715,577743.0612,585058.3987,626868.6525,596370.6323,617522.3163,575977.8473,590359.7716,580522.8698,576645.8971,598496.2797,589928.9724,612193.773,605779.9445,611228.9396,593171.8354,596874.0645,602872.2699
16493,8,1,0,25,2016Q2,6602,600346.752,594798.0526,612299.9213,609813.9158,614097.1843,610132.3201,569984.7736,588109.0484,658804.3259,606627.5153,620095.7021,632663.3185,627755.8147,617605.9545,650205.2851,595697.9011,598914.4741
5042,9,0,1,5,2016Q1,2015,583480.1381,622117.7694,581463.7659,612410.7507,585802.0987,621751.2825,570943.1389,599748.9078078358,604836.670615974,613348.3994,609201.6384,617855.5237,621855.8085,577765.2722,607857.9364,603755.8717,573631.7765
25052,7,1,1,5,2016Q4,12771,598173.6296,598888.382,594509.5771,595505.081,622161.9201,612159.6319,615093.5954,599748.9078078358,592298.3256,591480.0837,620057.661,585069.24,608849.1073,573176.247,580283.0795,576464.0324,594421.023
3338,15,0,1,5,2014Q4,1316,573741.3561,598854.3324931494,590546.3544,603813.7842,599883.6069,598552.865253717,598627.38952835,618061.1445,611238.255,598378.540963387,593922.6318,600642.5045596543,599617.3676039265,599938.1561,584556.9909,599764.0263,599621.6050248608
1939,9,0,0,33,2016Q4,761,582126.2348,619971.8065,574298.839,585359.5891,583070.1358,570815.5677,608484.2707,599748.9078078358,589480.5174,599930.6246,571198.5301,611182.9181,584627.8312,598184.4663,629830.1889,619035.7746,587717.4183
20958,5,1,0,18,2019Q3,9152,598905.4533,602903.3929,599571.8157,621220.8869,574740.1725,625511.4117,583483.5241,595773.3587,631225.7132,591667.8631,623216.539,589984.0767,586279.989,622184.1083,633442.2305,578161.2925,621855.1055
8605,17,0,1,5,2017Q3,3440,611096.9292,581170.656,575303.1626,583709.693,584453.6415,622032.2797,627967.3576,600357.735,601829.9237,616575.1811,622208.6269,585787.5208,569332.9195,601463.8873,624953.7151,603251.4372,577240.9441
20087,7,1,0,8,2019Q3,8563,576920.7105,627229.3799,570694.9483,571323.443,597164.4231,615480.5544,591119.0567,573312.4192,597189.9557,598378.540963387,580825.5386,570395.2105,587129.7574,577360.3919,614309.7879,580933.3567,581123.1136
15594,7,1,0,11,2018Q2,6186,596732.1748,600926.525,599093.8222,578003.6135,617676.3973,619841.0267,582794.3953,605763.7826,586289.4767,591527.8058,597465.7626,603204.6227,621381.0919,623430.4308,607443.307,608321.76,591597.0955
24619,8,1,0,12,2019Q4,12621,595182.2334,628162.8652,572606.8537,570936.5573,605299.3071,614473.2196,605080.4223,575598.0821,615587.5866,573877.9998,608661.2078,606265.0459,573170.9961,590978.1666,577545.4954,599293.1433,573365.3757
1892,7,1,0,32,2018Q1,745,575982.9032,583531.6388,602535.029,609579.7305,603551.5662,605810.9306,604412.8557,599748.9078078358,589631.529,598378.540963387,581480.7987,608468.3139,621250.2363,605820.3927,609989.8678,626182.7494,584266.8502
