,risk_rating,Self_exclude_flag,Country_Code,BR Code,Period,Client,Variable_14_Y0,Variable_22_Y0,Variable_1_Y1,Variable_13_Y1,Variable_19_Y0,Variable_9_Y0,Variable_3_Y0,Variable_30_Y1
9729,10,0,0,12,2017Q2,3908,622379.2154,578554.9623,613629.8921,579992.9621,593114.6214,600562.9187,577046.1788,596774.2409
9418,7,1,1,5,2016Q1,3785,587829.7378,623614.3773,588458.0557,600964.5161,587929.0371,579000.2206,624333.3733,568588.2806
9161,5,1,0,24,2018Q1,3668,624935.3862,605195.7747,625681.973,596077.8983,591902.2796,591955.879,602559.5746,615475.9598
625,6,1,0,15,2017Q2,263,588144.6897,622682.5543,587294.0194,576961.8142,583874.9088,604778.7066,588373.539,613008.8372
18594,6,1,0,12,2017Q4,7684,588925.1411,576875.915,592512.3058,580624.411,628715.4096,573550.4365,596096.02,570500.6261
11218,8,1,0,0,2017Q1,4450,628056.7212,583598.0818,582098.3122,589728.4842,584115.9095,581201.1744,598181.4119,592977.5003
27299,2,1,0,12,2018Q4,13645,577119.4793,573034.152,597755.3663,620859.9031,585236.9503,582507.4192,589656.1265,570384.636
17595,6,1,1,5,2016Q3,7155,590026.0242,603414.6063,582098.7394,597421.9564,595925.3523,580573.9924,606004.117,590212.8096
3077,8,1,0,11,2017Q2,1221,598576.315,605338.7039,611043.57,578935.6064,605151.9257,576367.3422,594689.2578,586796.0959
8935,7,1,0,0,2015Q3,3574,610202.3948,576147.0112,591913.3898,610968.8579,617736.1123,599973.7618,632974.2351,613037.701
21267,7,1,0,12,2020Q1,9380,604525.8641,594760.8419,578086.8085,603448.3206,610060.0018,598305.4021,628172.0134,605772.3841
26331,17,0,0,20,2019Q4,13274,615308.172,569991.9058,621250.0976,623068.1256,628103.7864,592763.0106,578281.1872,598556.4618
14863,17,0,0,13,2019Q4,5854,603820.2615,579767.1729,608698.1479,605789.0621,568203.4901,616154.7938,591830.2167,569121.2972
8798,6,1,1,5,2017Q4,3520,589962.701,594632.0987,632479.8303,616696.7389,626047.6553,602940.8581,617676.3343,613843.9928
4553,7,1,0,12,2016Q2,1830,604837.2873,620035.5753,592561.0351,586700.2876,576597.5566,609981.1308,593336.9813,614677.3822
27313,5,1,0,12,2015Q4,13648,599401.2827,623592.255,568923.7987,581597.9189,579423.8583,621677.988,623146.5125,595350.5379
26890,7,1,1,5,2016Q2,13463,592626.2245,621155.612,612929.2064,626394.1674,587296.5521,585282.4369,618541.4343,616794.2898
12188,7,1,0,18,2016Q1,4829,614589.5384,593676.7614,578440.7459,623678.8536,569617.1366,580641.3673,572658.5939,624353.8608
21367,7,1,1,5,2018Q2,9461,574439.3043,576749.0703,625411.853,610295.2973,621412.0984,614585.2777,597767.7585,603243.2677
24045,6,1,1,5,2019Q4,12168,604070.9682,571435.7439,620545.325,582416.5067,570645.0436,593291.2405,570620.9637,603860.2215
2829,6,1,0,12,2017Q4,1125,578776.8719,626603.8493,576565.2147,587552.3361,585541.4925,584229.2594,604819.4299,626639.5741
26692,5,1,0,19,2018Q4,13395,621068.1027,577893.5122,619625.1779,619056.3916,598849.0149,626299.6924,606789.8489,575404.2214
11334,5,1,1,5,2017Q3,4494,608848.6689,582249.8227,622505.0044,606666.441,614300.1136,621262.1284,615277.9295,586951.138
17854,8,1,0,30,2019Q3,7290,618157.128,582604.807,570008.3097,570165.9869,607493.3304,569370.7761,581222.0996,590033.5451
21112,8,1,0,12,2020Q1,9267,589150.8244,600660.1246,601348.9777,576716.4346,615122.7486,616861.5852,615341.8967,584418.4148
19632,8,1,0,35,2017Q2,8281,611853.9938,572032.3383,609365.209,623281.8929,621135.2947,596391.0545,597862.1793,627960.9439
18572,5,1,1,5,2020Q1,7672,625539.1349,573617.4105,593495.5159,602306.4348,605459.9391,583412.2772,605329.1779,570841.5926
6253,13,0,0,33,2016Q3,2502,622771.7876,613599.5513,603622.1335,605137.7978,620418.4087,598587.2892,598606.3986,593308.7208
27099,6,1,1,5,2016Q4,13552,579433.5166,606186.6712,604834.853,623581.438,614891.2488,581851.7785,621537.8929,608422.8851
11634,7,1,1,5,2016Q3,4623,620547.4203,613140.4342,623849.7914,608805.8778,596588.349,623292.5975,603684.7008,618251.4774
20031,8,1,0,33,2018Q1,8528,633374.494,579293.8603,595066.8481,615502.0526,618348.9122,608040.4623,634089.527,621575.9708
11662,8,1,0,24,2016Q1,4634,629908.6816,634897.4693,606137.4102,624277.0773,611757.402,633697.3675,620062.7568,568714.8674
26452,8,1,0,0,2016Q4,13320,572873.5097,579023.8757,612633.1119,577615.0497,630576.3872,590118.3814,621093.4986,627574.9504
1033,4,1,0,12,2018Q1,404,573307.8013,579848.2287,589775.0647,622206.1616,593980.5688,618445.9112,580476.4351,589422.0705
6367,5,1,1,5,2019Q1,2552,582052.4525,610441.8991,628453.2436,577873.1467,602736.2904,573172.2128,593271.9572,598516.3836
11203,6,1,1,5,2019Q4,4445,623208.4771,601327.8862,621059.3479,618944.3022,572556.6416,625114.8832,629053.9663,582578.1254
17253,5,1,0,38,2016Q1,6982,605184.7595,570579.5453,576705.9409,572134.9945,598562.388,628038.2322,627068.5363,591783.0101
17677,6,1,0,12,2017Q2,7197,573967.7073,574122.1959,617589.1454,584623.0957,608086.8886,612110.0073,580836.2335,585901.575
10509,5,1,0,16,2016Q1,4202,590800.2191,620842.0844,605966.9544,582027.3002,616568.1051,616383.3785,583002.9291,597486.8749
25422,6,1,0,24,2016Q1,12920,572711.9625,569774.556,580531.6381,586675.1171,579824.1315,579611.0057,619874.0858,583124.5136
12628,5,1,1,5,2019Q1,4983,607337.4125,610411.0771,571682.6589,574686.8043,615520.3538,613524.4102,611412.7163,580574.5943
4809,4,1,0,2,2017Q4,1921,604307.6987,622157.993,582766.6594,583243.8403,624762.6342,607559.6977,606431.603,604415.9446
19073,6,1,0,8,2020Q1,7940,594401.3094,576909.1723,618500.9269,609122.5381,577481.5941,620928.9075,631183.7826,606206.2291
18805,7,1,0,0,2018Q1,7794,623590.1204,576436.4171,619372.4309,588155.5705,616698.8208,622571.5111,607929.6327,585122.3776
10740,10,0,0,11,2015Q3,4279,599013.66,574510.8591,588631.5202,596921.5656,587323.9552,587204.0963,607854.5232,599139.7122
7266,4,1,0,6,2018Q1,2889,608123.6029,617402.8561,603715.302,605128.2035,581427.6049,597576.0191,594921.872,587386.3145
25615,6,1,0,16,2019Q2,12994,595818.0766,572843.8835,625680.0145,594906.3902,610437.3758,573383.5856,584703.5985,576956.6382
15460,6,1,1,5,2018Q4,6109,573065.1024,603333.7461,613516.8138,594042.5224,601202.0748,609456.4834,638433.3132,570530.1787
20337,9,0,1,5,2018Q4,8729,598603.9207,578846.0484,620846.4011,590453.999,623902.137,578067.7776,622570.5682,603058.0604
25118,8,1,0,12,2019Q4,12806,605951.9334,612814.1634,607366.4553,576602.7736,606423.065,575572.6212,617384.5726,627982.8293
27993,6,1,0,4,2019Q1,13937,617575.0302,571427.0033,587761.0305,585784.6051,611290.2333,614811.6697,599705.6253,620902.1974
5542,7,1,0,27,2019Q4,2213,595875.5575,614169.8426,579207.3532,602322.3128,608013.6267,588781.1753,590599.2912,622227.2154
23833,8,1,1,5,2019Q3,11878,615983.4108,609480.383,586008.236,619473.1788,601918.9872,575302.8317,626946.4206,572359.8628
22085,8,1,0,35,2019Q1,10048,585375.2092,630159.5026,588644.7545,624205.0006,617281.2939,596515.7819,597812.1321,586117.1279
25194,4,1,0,12,2019Q1,12839,571463.8029,598589.7414,616199.282,588830.8161,572543.1615,599123.055,602917.5546,569195.6783
22364,5,1,0,26,2020Q1,10290,595992.7357,576008.9487,580335.9953,579253.5042,624261.8022,595917.3221,592863.7616,595770.6803
191,5,1,0,16,2016Q4,85,605067.5446,570164.5849,605020.2743,600460.5482,615470.3624,586981.6984,570444.2127,596158.9891
11200,6,1,0,20,2016Q3,4444,627501.1433,585816.6881,582478.0158,574586.3345,599289.1047,614960.3506,590943.7984,617502.8295
1004,8,1,0,35,2017Q4,394,582396.8435,610871.6881,627700.0324,573423.7588,616202.8694,598497.946,625415.9721,595932.794
271,8,1,0,0,2016Q3,116,627517.219,594638.6226,593532.2441,622224.9832,626570.3254,602901.4795,596792.5203,590930.5453
9670,6,1,0,12,2016Q3,3885,592750.1465,587576.7612,586326.0008,614181.9418,618918.2613,600103.1408,591776.3739,614795.7782
19699,11,0,0,4,2020Q1,8324,614596.1768,616454.032,624865.8833,585489.1743,596897.452,625703.4509,571590.2182,583896.9954
25423,5,1,1,5,2016Q4,12923,584715.0809,626057.2034,585208.7295,611930.4948,574410.0245,591773.495,608801.9887,573248.2372
21440,3,1,0,13,2019Q4,9508,613933.1624,593482.8229,623972.6714,626358.8695,634603.0955,640887.1772,601709.8983,613313.9193
10477,7,1,1,5,2018Q4,4193,622475.8948,570618.3405,593153.2734,601402.7681,624999.6895,572743.9069,581200.0912,578845.5356
24987,7,1,0,58,2016Q3,12749,634330.3232,530581.1516,646302.5903,602148.7267,895312.4234,1003380.106,617779.7657,676324.9106
27319,7,1,0,12,2015Q4,13651,603957.8474,610950.0861,602943.5754,575437.0291,645546.9011,634795.6917,601114.8551,607887.9973
6505,7,1,1,5,2015Q3,2596,590725.9318,610418.3625,584797.6526,611109.3889,613305.9174,595411.9727,662482.1835,582054.6893
21168,8,1,0,19,2020Q1,9308,607175.7296,573110.6931,624056.2112,571574.8457,575378.4939,616032.6138,619050.2782,603529.8281
24593,6,1,1,5,2019Q4,12611,593039.1733,606365.7619,590102.8634,588108.7998,578598.0268,577938.2785,625445.5965,575480.1888
11689,4,1,0,12,2016Q3,4647,571869.9111,610837.609,615164.9773,628288.0833,614790.1565,603241.8713,620135.4652,615574.0636
6414,8,1,0,25,2017Q3,2569,573104.9438,607182.688,624994.618,603854.535,596461.9174,601384.5171,600738.4407,615601.6718
17170,4,1,0,8,2019Q3,6941,623120.0158,599505.3614,598148.2157,592308.1969,603581.6093,603326.1885,622018.067,601953.9277
21611,5,1,0,30,2019Q1,9646,611255.9861,614432.2868,619765.7798,626947.2712,613833.5424,605785.7975,629607.3691,574028.9324
24473,7,1,0,21,2018Q4,12567,604409.6904,625319.8238,605073.3161,576067.3417,603987.1942,626253.5328,602092.4279,578272.0391
10081,5,1,0,34,2019Q3,4037,630413.9676,601932.8629,626042.7711,571940.6735,597574.6733,598039.8195,635414.896,610789.4554
5489,8,1,0,0,2016Q3,2190,581761.046,612323.642,588383.8412,602300.7894,613776.1572,593464.9213,621456.8454,592569.7609
8182,5,1,0,3,2016Q2,3260,577892.1432,571757.2616,606250.3025,577196.9436,571892.8355,574067.7297,588985.8932,605613.7382
17532,7,1,1,5,2016Q2,7123,569397.0399,578013.6768,585841.0675,607329.7535,612258.8077,604189.0489,620269.0003,578999.9765
24921,7,1,0,4,2015Q3,12726,589318.3346,613590.3612,626372.0327,591918.9321,602372.3233,597618.9586,579096.5473,598615.6757
13800,8,1,0,3,2019Q4,5434,595415.503,569974.924,573503.5738,582628.6968,606902.0401,628503.4484,618103.3583,601770.8046
18991,5,1,1,5,2018Q1,7892,574698.6794,621211.6202,579506.223,594525.7667,605131.0519,581929.1167,594575.4912,608711.9728
12181,5,1,1,5,2016Q3,4827,636811.35,629067.6775,594407.8865,594874.8829,696119.7862,679917.8326,592136.3505,641252.0056
20357,8,1,1,5,2018Q2,8741,605053.1408,614062.4779,616074.4631,592806.0881,613388.9058,611237.5521,612472.0626,602258.6744
22827,7,1,1,5,2020Q1,10752,622174.3483,600402.7544,573397.3416,592187.6069,595010.3789,590130.2608,601854.3243,607010.0988
14410,6,1,1,5,2019Q4,5662,586425.9764,591565.2389,620435.5306,620733.0985,625681.9414,624952.0942,600514.3053,604505.3315
12056,12,0,0,4,2019Q3,4793,612925.1235,605763.2192,611072.2202,621600.6404,569054.0729,606096.2146,618105.7948,609860.3245
11610,4,1,0,35,2018Q4,4615,613806.2496,571418.746,590682.374,625206.4612,598656.7133,619467.2588,611267.3924,575786.4305
20790,7,1,0,42,2020Q1,9050,581599.2054,584317.7455,577414.1058,608781.9169,582975.2032,623149.0517,580789.2822,573278.9596
26652,4,1,0,12,2018Q2,13383,622454.0246,575030.0001,589513.7433,622497.4526,580072.8079,581570.5723,619562.2448,582004.4962
3463,4,1,0,33,2017Q3,1368,600095.817,606436.1188,603076.9515,617567.2862,585541.9189,610585.0848,586518.0817,574915.7169
22956,9,0,1,5,2020Q1,10870,607651.0246,610493.3301,604835.2382,578419.983,588766.3952,601025.7993,628174.2996,592315.0346
14095,4,1,0,30,2019Q3,5533,585299.2012,620609.1633,604205.0337,577569.5911,585308.2822,566257.217,569660.2687,583540.0287
5412,12,0,1,5,2019Q1,2159,601464.2185,578373.0675,605719.6848,627803.3033,603364.6894,601472.336,634092.5735,594535.4109
8076,5,1,1,5,2017Q1,3217,593972.4483,599769.2639,601198.7817,572337.9438,586585.383,593737.6708,593794.5233,625787.6216
5974,7,1,0,34,2015Q3,2385,571443.1416,580615.3328,622716.7138,581997.2306,595629.2127,603586.6048,601848.8916,618164.5221
16125,6,1,0,12,2017Q2,6413,580727.5845,586641.7618,600559.0328,607452.3594,647331.1588,612974.1295,658574.9759,631809.5449
17142,6,1,0,16,2017Q1,6927,596196.5347,624762.7308,620327.4697,574977.2891,606516.922,595742.7687,592269.747,581210.6767
10016,5,1,0,12,2019Q3,4012,623131.0429,598478.7143,609224.8207,605458.7129,586604.4709,580859.582,583683.0184,624748.9936
11885,5,1,0,30,2018Q2,4728,597431.8272,613796.2479,583723.1958,608607.2638,628444.7633,605581.1704,633932.1316,572603.2119
26374,4,1,0,18,2017Q2,13291,577689.236,635390.1227,629989.5245,585350.5895,620690.2522,622691.7527,620044.7944,592646.0645
22494,6,1,0,12,2019Q1,10415,624810.4245,579561.2951,605968.9367,611797.4528,606073.842,608283.7576,573316.7409,601285.1762
8914,5,1,1,5,2016Q1,3563,586984.1511,591506.0457,605262.1846,582512.2263,615241.5398,573585.6352,590138.4926,619482.7027
20241,8,1,0,66,2017Q4,8667,604120.0575,580697.4691,578645.8346,610183.1463,592177.2877,595325.4382,619268.1877,571087.1591
3989,6,1,0,9,2019Q1,1594,588937.9381,571406.7123,602913.5918,601843.0154,618606.5448,587862.6891,569610.4233,582094.5067
10720,6,1,0,4,2018Q4,4275,619431.6203,597436.6681,572372.7189,588671.1081,628453.1098,594247.4556,605010.8154,598167.866
8533,5,1,0,12,2017Q3,3406,573911.9642,575645.4402,569177.5819,572665.2518,583119.8797,581601.9251,583410.8823,599163.2622
6037,7,1,0,43,2016Q3,2408,596522.0525,585850.3622,607404.9664,607952.6143,628617.1574,600994.0005,742659.3025,637342.551
16044,8,1,1,5,2017Q2,6385,594059.3082,605193.7752,592996.0504,599820.143,586365.0998,578290.1314,585466.5052,605001.2584
25670,5,1,0,38,2019Q1,13017,630415.0404,590822.6364,620653.832,610274.2955,672093.0766,613373.4682,591909.5599,577922.3706
7011,6,1,1,5,2016Q3,2787,617344.0076,627003.5541,605806.756,618036.9171,608864.8467,602476.4775,627045.6539,604322.5332
5074,9,0,0,4,2017Q2,2026,587720.9266,625208.1907,572135.3021,588427.5735,589744.4452,595322.761,592894.7902,623850.5688
20576,6,1,0,33,2020Q1,8918,615723.3454,606376.6446,625198.4894,596900.331,619342.4737,576632.1712,607956.0095,587383.8381
26659,10,0,0,20,2016Q1,13384,613753.423,597003.5851,596208.8223,625748.2575,618524.4495,579505.9343,607565.5893,594810.2931
2510,8,1,0,4,2018Q4,996,578059.2265,620282.9955,581443.6036,569953.3486,593826.1118,583095.2653,628354.2705,618521.9949
5874,5,1,0,10,2016Q1,2338,612282.2631,593505.1061,613460.6507,570275.6559,625330.6042,575922.3052,618816.3112,608993.7979
982,8,1,1,5,2017Q2,386,596585.7037,593540.4169,569208.779,623118.9858,607887.9307,585405.9258,588049.1461,604499.4453
1436,5,1,0,20,2016Q3,567,573438.7979,581001.6123,598756.2583,570714.2176,570916.1095,588865.8742,598719.6344,606729.2239
24729,8,1,0,0,2016Q3,12653,629820.4005,577978.5332,583269.2288,589125.2586,608631.6633,577194.2909,583389.1627,614533.9453
11225,4,1,0,44,2018Q1,4453,606640.2637,593250.8475,611635.6546,609437.4947,609532.6762,621432.2386,609143.0592,577781.5493
21572,6,1,1,5,2019Q3,9616,577472.0457,582082.5747,599008.342,590828.9194,624647.6524,590863.2997,589605.494,603721.7914
26161,6,1,0,18,2019Q4,13203,595565.9114,613969.6943,595909.7361,613359.45,578586.6579,629384.5765,626914.8208,624342.3123
4588,5,1,0,0,2017Q3,1841,621803.1105,578489.6033,618929.7261,598833.055,609971.7449,617990.7877,599612.771,624441.9487
9135,7,1,0,12,2019Q1,3660,611984.3796,621449.8698,606589.1481,598200.3256,628745.8797,628066.3928,614984.044,584074.5134
8721,7,1,0,11,2017Q3,3486,618753.3733,594713.5801,592504.0567,581862.1413,601809.6401,577437.4911,613353.1561,620943.2915
2923,7,1,1,5,2018Q1,1161,601446.7302,611198.1126,582910.7855,617454.7211,576045.3177,569730.6423,581697.8983,610241.6471
7950,7,1,0,12,2017Q1,3170,624938.1044,628540.9982,594292.2362,604785.6548,625574.5755,610014.835,622524.4401,587396.0575
5513,10,0,1,5,2015Q4,2200,603957.6243,570046.5836,602414.9822,573353.4839,579495.3788,603896.0002,628282.2287,628165.4043
23505,9,0,1,5,2019Q4,11487,594658.1793,577629.7636,611651.7294,588205.0669,618874.1819,628129.5703,603040.6477,597569.3842
11722,8,1,1,5,2015Q4,4661,589821.4512,577539.6486,576559.8158,575573.0185,594407.5945,596433.334,619622.3192,583814.7501
17752,7,1,1,5,2016Q4,7236,597154.4622,577772.4817,594113.3959,601630.8357,600492.2851,623101.059,586967.3879,601010.6956
22014,8,1,0,0,2018Q4,9989,618692.1997,612264.9082,585231.2431,599424.2808,586040.3218,575661.8092,581619.8678,621406.5906
17318,7,1,1,5,2017Q2,7018,617508.9389,613566.9708,619707.3003,584759.3479,592082.521,603097.6952,627315.428,603105.9425
4430,9,0,1,5,2017Q3,1774,625970.9067,627910.4931,621015.0075,595264.4612,584030.0615,588275.4313,585613.0143,598032.7995
10982,8,1,1,5,2018Q2,4370,620168.3047,614803.3192,612466.6531,577939.2282,576840.4273,617858.2258,575915.2538,591789.4853
4654,4,1,1,5,2016Q1,1860,624549.6711,618230.3619,572597.3934,581284.9054,601587.8935,591144.7578,591903.9416,585083.4344
26379,8,1,0,4,2018Q3,13292,584441.8869,586813.0496,579445.7539,626570.2207,577922.3368,589950.5337,577636.6775,569299.1209
14928,9,0,0,4,2018Q3,5879,590479.1066,619435.4731,574833.6935,627105.0251,582854.5816,581797.2803,602696.9011,615075.1758
20416,7,1,0,12,2018Q4,8794,593629.5508,581923.9581,617054.2785,576843.6023,610645.6457,594618.2397,588176.0538,624667.48
16166,8,1,0,4,2019Q1,6428,601016.3785,607717.7314,587236.4995,597738.7867,578563.1156,615728.5224,604657.1668,598509.961
14338,8,1,0,21,2019Q4,5630,616645.9823,575890.1242,617747.6874,582442.4921,577998.3962,580632.9695,591943.0685,581487.316
9123,6,1,0,8,2016Q1,3656,603885.9612,586782.2136,612650.9467,594992.4239,586233.8471,586392.2312,593362.1056,604235.61
2048,7,1,1,5,2017Q2,802,592908.7575,608899.5214,579153.4543,571987.691,584761.8709,580995.3676,599136.0281,600870.8467
23529,6,1,0,11,2019Q3,11514,602917.982,624818.0366,571388.8384,620105.7493,575310.6811,591292.5043,616913.1332,618640.4852
9678,8,1,1,5,2016Q1,3889,581722.7298,625096.1598,600183.9706,620476.0776,612747.8235,606218.4076,589488.3308,594600.9442
21012,8,1,0,12,2019Q1,9187,572244.0412,616686.6354,610063.3513,610602.3742,620481.1129,607542.3478,593572.2428,593051.918
19939,5,1,1,5,2019Q1,8467,625863.7746,622416.8897,598593.304,569526.3988,581596.1429,576679.1118,598613.3758,574980.1054
15001,11,0,1,5,2018Q1,5901,607316.4415,625077.7986,599831.1198,610299.872,610632.3426,589569.1464,587260.136,591846.8007
12602,6,1,0,4,2019Q2,4976,626360.5639,590015.9579,585702.6315,605772.4393,587247.6909,610832.5921,584192.7763,611908.0227
7027,8,1,0,9,2018Q1,2793,625671.4606,576335.9055,587185.2413,577318.3239,605836.838,624520.1405,620741.8916,584417.058
18692,9,0,0,34,2020Q1,7726,612326.1458,604014.2784,570632.0106,613073.0185,606599.9018,613051.4211,604438.9173,605457.1264
26198,11,0,0,81,2017Q1,13221,573203.4685,566485.2985,574368.2502,624591.5736,609814.8128,612432.9953,602817.5636,601532.5982
24796,6,1,1,5,2017Q3,12673,569493.939,575030.4484,610040.961,578411.5039,626035.9206,591758.0677,571631.8367,608044.646
6054,8,1,0,12,2017Q3,2415,586162.3081,612240.3963,627654.5719,579639.3068,585463.5266,624175.5108,626596.9028,589207.5342
3719,6,1,0,19,2017Q4,1476,622860.0301,569918.3618,619192.9474,626293.5424,607329.1105,595238.2074,627790.1669,568677.0399
28130,4,1,0,96,2016Q3,13992,618452.3018,617835.405,594403.6931,583388.1336,594268.1612,596680.7185,618770.8156,583379.7079
25869,6,1,0,35,2017Q1,13082,624386.5172,578073.1267,619228.5994,627913.4967,623594.7115,618014.7476,628631.3306,583185.5459
9150,11,0,0,0,2018Q3,3666,603481.0218,576819.4778,625056.2015,579186.7463,610617.9055,594376.3952,608104.3369,623932.3668
22166,7,1,0,35,2020Q1,10124,593139.0955,594998.7598,581200.8109,590739.4497,598936.6573,592209.1295,610267.902,624097.7873
23700,8,1,1,5,2019Q4,11709,574003.5564,596531.494,612812.7755,571450.8408,610672.8308,612505.4657,622645.6975,592743.0976
22436,5,1,0,26,2020Q1,10354,607261.1513,624449.8389,628255.6021,585016.5451,581055.0833,583765.7477,590509.2399,603867.1119
15763,5,1,1,5,2018Q4,6261,609013.3092,622099.556,595215.087,617101.9459,590189.8273,592215.9167,573497.4959,569167.988
8352,8,1,0,4,2017Q1,3336,599971.9924,594532.1091,586738.9438,600960.1702,626076.4074,595218.5243,587127.8169,578403.3487
5734,7,1,0,82,2017Q2,2284,593111.3597,580999.0868,585816.9444,613449.3016,611251.9739,618456.4557,624884.5764,618164.9285
