,risk_rating,Self_exclude_flag,Country_Code,BR Code,Period,Client,Variable_1_Y1,Variable_13_Y1,Variable_19_Y0,Variable_3_Y0,Variable_14_Y0,Variable_22_Y1,Variable_22_Y0,Variable_2_Y0,Variable_9_Y0
18262,5,1,0,8,2019Q3,7496,598822.8632,592151.0095,594735.7597,611020.3936,596334.3059,600647.1081,600851.6092,588889.1359,617682.0984
487,9,0,0,4,2017Q4,209,575943.3594,610495.8681,616389.7361,616043.2153,571025.8772,629753.8694,573231.3492,593834.9979,607277.1796
14577,9,0,1,5,2015Q2,5732,597692.1052,621340.4857,598159.503,625775.5001,581885.2023,577611.6077,617654.9096,577468.7495,607178.7118
8930,8,1,1,5,2016Q1,3568,571386.6895,592407.6149,570063.6553,578158.7834,575031.6031,575310.3284,595803.693,588138.7422,582154.1573
19643,8,1,0,6,2020Q1,8290,622422.8833,621912.1487,576182.669,607536.242,591749.7303,597823.8052,590917.3382,580205.3321,625524.1922
23876,8,1,1,5,2019Q4,11935,624631.8624,578008.6314,584757.6999,589566.0994,568982.5382,612319.333,593247.1666,574403.5328,608701.6318
10240,6,1,0,24,2018Q1,4103,572548.8361,611481.6685,609726.512,569121.5419,581188.1791,613446.4697,626800.4047,588543.6983,629356.0963
14102,3,1,0,30,2015Q2,5533,607109.9356,572288.5332,590097.9185,586084.4415,589661.1517,617792.1188,598766.2862,583413.0219,583575.1476
1632,6,1,0,12,2020Q1,648,569284.9261,570056.2407,624437.9664,596491.2453,624885.4129,601123.0616,574320.3504,582991.4317,584148.9195
3729,5,1,0,12,2015Q4,1477,586665.0479,601265.2857,570583.358,622627.9185,616391.7909,589677.9189,574964.6536,631041.0369,594827.205
20010,8,1,1,5,2018Q4,8515,575328.4885,574053.8177,579961.3925,574709.7946,591235.8033,609406.951,577501.3733,612478.1994,627084.6461
2557,5,1,1,5,2016Q2,1014,579346.1278,609344.7333,621394.2042,586464.5999,599631.7741,625281.5917,584164.0377,616582.3517,603097.0733
7704,6,1,0,4,2016Q1,3080,573847.3965,577089.6729,586074.4576,582090.0798,609455.6369,607810.7438,598214.1336,626956.7198,624262.2758
21925,7,1,1,5,2018Q3,9911,576063.1155,603090.2785,588843.5682,582978.6968,609875.488,596501.8641,620090.0349,584763.1923,584350.7466
4086,7,1,0,51,2019Q2,1632,618125.2779,602760.0689,572388.923,627261.811,619926.7248,599022.3294,617912.4135,599007.3866,594091.9473
5046,9,0,0,11,2017Q4,2017,621159.3415,609229.1995,657057.0834,705927.8324,619001.0392,567090.8936,569867.0461,781335.7712,607948.4198
23629,6,1,0,23,2016Q4,11632,571423.9735,584963.4108,578988.2795,610535.6444,624764.227,624525.5789,624243.0435,634644.5436,616154.375
25604,8,1,0,51,2015Q3,12990,604558.6224,609793.0156,573006.2378,611743.4376,616780.4485,623970.2503,572402.7304,631663.6456,593170.756
5726,6,1,0,2,2018Q1,2283,620262.6002,573025.9698,609099.33,624819.4765,601381.2658,624423.8627,606360.374,611801.3359,591626.0287
11711,8,1,0,44,2019Q2,4658,594203.6931,576859.6533,588057.1541,629878.0024,625326.1913,592222.5333,594327.9247,662115.7621,581326.993
21407,9,0,1,5,2019Q2,9489,600290.7867,593043.3762,613831.323,627162.0277,583115.4193,622160.9752,619996.2588,581409.4145,615760.1548
26396,7,1,0,12,2016Q3,13298,587927.9304,571337.8498,608941.1544,600606.6799,628259.2592,622954.7058,610190.6043,584385.0124,623471.64
8828,8,1,0,12,2015Q1,3533,620185.2333,583086.2357,572694.427,601214.2517,625190.1869,619203.9156,605302.2903,598987.5755,575016.1299
21530,6,1,0,8,2020Q1,9583,616608.5728,618675.4385,615252.3941,615865.5245,573344.164,601544.5605,598156.9045,597145.3247,589711.275
26143,3,1,0,16,2015Q3,13198,595878.2695,582579.5702,620195.8236,603270.2888,579097.0667,623514.5437,578705.6711,636734.944,592929.7879
9040,7,1,0,20,2017Q1,3627,612169.0937,625027.1551,619809.1139,571135.7919,594473.2807,608076.0854,608643.9884,601513.8264,622455.912
3280,5,1,0,74,2016Q2,1296,573809.8798,617749.837,624956.9179,624224.2083,571615.4372,599285.3893,598284.2005,603090.8118,611673.6204
9792,7,1,0,15,2019Q2,3929,591676.1005,593108.3214,597253.34,621863.974,590339.1702,620619.4805,584610.3775,627964.0661,610091.5399
7974,5,1,0,8,2015Q4,3176,598929.2685,586410.8342,575849.8841,623205.1583,584588.7837,594726.5794,577172.1286,630269.8121,571619.4599
22998,6,1,1,5,2020Q1,10929,583419.8918,573145.9353,600471.0565,581861.5783,591815.0615,621724.8687,578913.5541,628865.1773,583722.3565
9692,11,0,0,0,2016Q2,3895,611422.4463,580818.7268,630167.7359,608392.5767,604468.5232,605600.9767,611665.1107,658871.0634,632689.334
4996,7,1,1,5,2015Q3,1994,584690.1549,580393.935,573582.3479,614184.5688,579487.0783,622264.0541,584241.8416,590733.6406,601791.5578
18325,8,1,0,8,2019Q4,7528,582346.1765,601600.9402,613417.6014,578525.5064,609055.1432,590141.7786,622309.2152,620967.1757,574778.1184
4203,8,1,0,4,2017Q4,1680,607546.9009,620861.4856,611956.8306,606352.4352,615067.0072,577950.282,618128.2595,594258.1613,590865.3822
11128,9,0,0,18,2016Q2,4424,615949.4942,574813.465,592233.0442,572913.575,602040.4353,587513.7501,595093.0365,592150.5906,584955.5538
14420,8,1,0,35,2016Q1,5666,601833.6333,606445.5958,622942.8626,599096.7429,572715.6851,613092.4707,626652.5158,569068.8515,611378.588
11615,6,1,1,5,2020Q1,4616,604585.0247,623871.4276,589402.6018,597813.4437,603093.0958,614002.5578,601445.2058,579894.8712,573819.8011
11651,3,1,1,5,2019Q3,4631,595811.7459,584964.8696,627568.0134,572909.1417,592553.372,585269.3107,619793.4297,631906.4456,593159.1475
18238,7,1,0,2,2017Q2,7484,574394.5304,587184.3463,617627.9384,594986.0234,613972.9219,608394.6261,607867.9544,614226.0082,619259.5487
19559,8,1,1,5,2019Q2,8238,577419.2496,610881.0682,577780.1799,603196.2762,598772.7683,574532.7516,580867.8066,624751.7917,605883.6971
1263,4,1,0,12,2017Q3,498,622591.2647,575648.2204,584590.3179,632804.7797,615443.3257,602230.579,574324.6015,601378.5242,571429.0348
20129,5,1,0,27,2019Q2,8588,624800.8377,588712.2841,608690.9895,621302.3275,572523.9884,595322.9457,615742.0346,602616.0779,649915.4859
3801,12,0,0,33,2015Q4,1504,646936.1866,579335.4038,600262.2189,708962.0095,653707.2222,608045.1684,594373.5549,844911.0613,725748.4194
7066,8,1,0,33,2015Q2,2810,597716.9672,627863.8502,628531.3758,706835.67,612442.3805,587263.8188,589806.0489,752660.0615,649263.6758
5822,8,1,0,34,2015Q4,2316,605676.3076,617968.7965,589917.0489,613078.7676,612705.5249,579648.1191,598546.7866,609371.8433,600635.8479
9483,14,0,0,33,2018Q2,3818,570478.8492,601909.663,596800.6639,576318.6447,626561.4646,606819.3504,572893.8147,602105.5823,616607.0226
4199,8,1,1,5,2014Q4,1678,572910.6451,595155.0871,583974.5485,606593.5897,603683.5406,617033.4912,592406.5265,613937.5691,618047.729
18225,8,1,0,53,2017Q4,7476,627197.3916,593291.2533,598327.0145,589914.1,583965.4236,615792.981,576800.1495,615373.1697,575526.1573
25325,6,1,0,4,2016Q1,12885,612674.5388,579220.8923,626124.0555,581524.0597,585494.5472,609033.4783,581835.6553,587309.538,614437.3474
22918,9,0,1,5,2019Q2,10827,606263.2898,627128.2531,629228.3096,630162.51,574593.1118,625590.5767,591850.9602,635219.2255,612909.3781
1389,7,1,0,0,2015Q3,546,592554.2001,588017.3492,627429.4492,610253.4334,589392.6316,612301.4491,589010.1518,590286.6164,602914.9031
22144,4,1,0,26,2019Q4,10103,627601.9135,597687.3065,622500.7657,596651.2773,611440.2384,592763.9007,614513.2158,596452.0668,576937.7285
13731,7,1,0,30,2019Q2,5406,623339.6693,584059.8506,579709.6285,611165.2793,574463.4354,612310.7782,573169.1796,599778.5968,578356.7649
19597,7,1,0,34,2017Q3,8261,615066.5682,606841.2819,597038.2556,578965.1258,577087.7135,608658.673,576694.7408,597342.3834,608060.8974
24395,7,1,1,5,2019Q4,12542,628177.1124,610233.9157,574008.4961,598980.6722,599261.8806,616768.9686,611742.1997,570365.0136,588430.0019
8588,9,0,1,5,2018Q1,3434,570661.6673,628158.8319,627069.6959,572851.6488,621379.2518,580349.7208,599785.6012,579310.161,596341.3701
4147,11,0,0,11,2017Q1,1655,600215.6516,616762.7151,581523.0679,607811.7256,613629.3544,601853.5012,604454.4253,608969.5508,573521.992
7350,5,1,1,5,2020Q1,2922,602396.1149,583574.7673,634639.4393,613119.8209,608862.7525,574811.2629,611580.434,626422.633,611741.4565
25702,7,1,0,4,2015Q1,13029,597753.0585,601037.2939,597457.3875,586344.2196,604992.968,611421.8,584839.9621,640779.9841,626370.7701
7681,3,1,1,5,2019Q3,3071,611166.1966,614449.6288,576954.4495,577304.6789,598587.6064,596402.5168,620883.9063,587102.8368,615075.7177
25933,7,1,0,12,2019Q3,13104,612678.2213,627181.4253,579920.0543,625376.1259,599349.472,619635.8297,614599.6042,594145.8808,621684.3037
12135,7,1,0,16,2016Q3,4813,603029.7681,611905.3841,571875.465,626213.7314,593358.8725,627702.4986,598857.1504,592516.3457,598801.0516
15266,5,1,1,5,2018Q2,6019,569946.7739,572912.8754,585674.3799,621073.3681,578052.6364,580735.4709,574195.4329,582826.5045,572886.9694
27050,7,1,0,0,2016Q3,13533,598187.8889,619312.8208,601075.944,627875.0822,579188.4957,602154.505,613111.6757,611799.2985,622786.5109
24978,6,1,0,16,2018Q3,12747,611437.9876,573373.1389,608441.5398,625864.6202,573209.535,620760.6727,603269.063,632749.4094,605505.9777
2014,4,1,0,12,2017Q2,792,626354.0735,603003.9929,618296.5442,617675.0319,575242.8431,622594.6885,626363.0613,606366.1556,628895.2161
24380,11,0,0,4,2019Q3,12535,611601.3832,626234.572,593741.8078,587162.6208,587983.109,594753.0025,621952.6804,627760.6038,587012.1195
11264,6,1,0,12,2016Q3,4467,582985.345,571986.1112,591771.3837,618987.2145,584136.9925,576068.2271,614642.6062,613289.1965,599242.7454
25161,6,1,0,12,2015Q3,12823,619706.9507,604416.6987,588071.3787,587344.5522,611337.377,579851.3956,614911.0635,617338.4153,611121.8337
21829,6,1,0,12,2020Q1,9829,603172.2428,598447.2547,578832.3223,605641.0962,589120.871,574116.4946,600853.6076,598627.9852,618506.9432
26151,5,1,0,12,2018Q1,13200,572570.5205,609018.3471,629255.9365,581696.9929,575362.2209,585421.6855,620533.1247,612019.8305,624587.8956
7382,8,1,0,19,2016Q3,2935,586708.3433,612323.4053,622877.1086,585744.7682,598473.4126,573408.5273,612234.0256,578038.7269,585869.9257
20526,7,1,1,5,2015Q4,8883,582276.4672,593974.4275,602298.0048,588679.2294,630231.8023,584888.1646,610487.9972,636005.5914,594942.806
21909,8,1,0,12,2018Q4,9897,574665.9424,613278.137,609720.5072,625552.7354,605970.4509,611546.4792,593804.528,613672.6123,578250.0154
6969,7,1,1,5,2015Q3,2768,601217.5278,609753.3,629014.2656,576775.7951,573913.4006,606865.7429,622829.4983,633292.0482,586059.4739
7611,8,1,0,12,2016Q1,3033,593368.8603,591890.5771,583320.7988,598469.6018,625455.6474,581714.8193,592947.9381,592734.503,625918.4041
10203,7,1,0,12,2015Q4,4086,601193.2023,626174.7775,598690.7281,604494.0317,624057.5602,614293.5671,607195.6231,580214.3644,591079.2316
26595,6,1,1,5,2018Q2,13368,612562.0409,588720.2817,626150.8719,573024.0962,603955.4378,588819.6646,578648.6821,627021.3419,587585.4437
10012,8,1,0,18,2017Q3,4011,571314.1701,601255.6457,604922.5613,612630.3608,627062.6615,585257.0669,610162.4446,578809.2596,582196.5085
19262,5,1,0,18,2017Q2,8059,598519.5346,576156.6256,575162.7609,594484.0972,618337.5862,587386.8054,576393.8667,612814.749,610097.2868
25616,6,1,0,16,2018Q2,12994,583384.6389,599594.0383,576153.9267,573409.6223,604531.3334,613617.3896,580955.8503,612882.9414,614801.2534
18621,8,1,1,5,2019Q1,7697,622460.3803,598275.9184,624846.935,589081.1206,624881.5376,597359.5848,625741.0078,614338.4876,619206.7385
24798,7,1,1,5,2015Q4,12673,620722.6673,624383.319,598794.616,593916.8912,606553.4856,624602.6269,602821.9544,624528.2182,593444.7386
6434,8,1,1,5,2015Q2,2576,574676.3579,597022.9095,576758.8223,589288.8299,601232.7583,582326.4579,608744.5453,618761.4768,623064.7358
2257,8,1,0,0,2018Q3,899,581316.1134,596080.6231,592428.5061,623204.849,627081.2207,588239.0649,573139.2953,641061.2172,612688.0009
26592,4,1,0,12,2016Q2,13365,573494.5178,607471.1722,601198.5568,623252.9183,609115.4064,582150.4868,618357.1352,597691.0051,578479.8421
10434,8,1,0,11,2015Q1,4173,614319.0,609468.3188,596899.8088,585008.6068,603021.5182,568102.1085,580079.5227,635462.853,578059.0682
8578,12,0,0,33,2017Q1,3430,619833.312,619371.6944,591969.5419,602948.0376,574519.5252,570431.6018,570466.5357,630411.5839,616817.3828
20108,5,1,0,47,2017Q3,8573,627852.4786,610099.478,621543.5357,622150.4769,579491.9771,620202.0159,618374.0768,591129.6609,624678.6554
24603,8,1,1,5,2017Q3,12614,624755.1098,597616.7979,604014.3348,625936.6053,573357.689,588329.519,613409.7813,605805.1408,596309.7996
23039,7,1,1,5,2020Q1,10969,584015.4656,598381.1249,584444.9374,583518.068,629020.11,605064.571,572835.8863,613933.783,616839.8083
46,7,1,0,0,2018Q2,21,616374.8766,623438.7998,618218.3271,595568.8604,610252.553,612320.2262,608618.5976,621177.3525,631952.5461
21291,5,1,1,5,2019Q2,9401,579692.4145,591713.3865,581015.9517,603408.1626,603963.8001,572657.9415,607372.8098,587407.0152,604237.831
10493,7,1,0,13,2015Q4,4198,623126.5823,612204.5747,616019.1103,604979.003,621435.8692,602504.1698,610354.5723,621548.3445,602039.6634
937,7,1,0,8,2017Q4,375,598232.6735,599671.4986,575224.1703,612535.2693,591620.8106,577973.9411,577332.2046,608507.3306,612174.1693
4290,7,1,1,5,2019Q2,1719,608649.2667,609567.307,620117.7519,621720.3084,611198.9519,619090.2024,625005.0354,577772.1088,618004.9869
5310,7,1,1,5,2019Q4,2117,619463.8968,626471.4773,611655.4913,627240.5389,603844.3696,574310.402,607424.1721,587166.3146,600002.1038
16862,6,1,0,2,2016Q1,6773,575316.3702,581294.5623,582599.2461,615262.7431,584410.1708,570546.8619,610576.8855,622901.0938,605316.4547
12404,4,1,1,5,2018Q1,4903,596088.6541,613149.044,577507.9114,597534.3389,627977.7327,573452.2483,577500.2496,603722.7544,607508.6888
9752,5,1,0,12,2016Q3,3917,626703.983,607073.3376,591649.2194,608626.1935,590421.0653,570167.6302,619643.3697,591118.4425,611076.26
5419,6,1,0,66,2015Q2,2161,597606.2184,600586.6778,596197.764,611561.221,588918.0426,588201.5951,624628.4475,676094.2556,588621.6546
22274,3,1,1,5,2018Q4,10205,588230.3599,584958.7124,763521.2609,626855.4301,588661.7679,597597.2759,616537.8562,715583.3717,733140.4663
18259,9,0,0,3,2016Q4,7494,606184.6108,575396.8784,587952.3841,582650.0614,618899.0031,623683.6876,576869.417,639558.317,611168.4548
3910,7,1,1,5,2015Q2,1549,617757.2996,623504.1906,606583.5802,620178.6006,580822.6146,600859.817,592273.6441,583488.9603,625236.0062
8472,7,1,0,34,2015Q2,3381,580469.7166,621019.5764,574014.2455,597507.9417,613754.8309,627567.5368,614233.9862,620217.2296,627053.14
7921,6,1,0,4,2019Q4,3157,576471.4263,576732.6893,582525.9225,602016.4829,601803.5202,610018.336,585406.2488,581935.967,600751.9939
975,7,1,0,11,2019Q2,385,598787.9601,573316.7846,621137.6515,589038.5229,612805.8234,603998.415,607433.2588,599644.0408,621655.6216
23708,8,1,0,18,2019Q4,11719,606453.8008,579663.0605,632217.7381,628366.7692,596181.9341,604352.6293,587481.7349,611232.5153,579507.3851
6199,6,1,0,55,2019Q4,2479,621397.696,621727.942,597344.1496,588063.557,619956.2951,614176.1343,605806.016,631090.8581,593274.5563
13512,8,1,1,5,2015Q1,5307,607166.4419,590391.9062,570240.4096,584869.1304,573894.3529,570375.9661,578436.2189,576500.2381,607278.705
19210,9,0,0,22,2019Q3,8024,620784.6238,571651.9259,626812.0434,596832.6491,572330.1788,619007.3312,607658.8264,632747.6594,590034.0077
793,8,1,0,11,2015Q1,320,624956.4139,592994.683,628503.5413,586255.8521,575821.6738,594989.0358,607773.4018,614270.1822,577958.7569
19066,7,1,0,43,2017Q3,7935,628236.0081,584617.3782,618018.937,606548.8562,624807.0296,627762.7929,571079.8802,576927.9859,626978.4338
20873,7,1,0,8,2018Q3,9099,612317.547,590169.9011,612206.1008,611808.597,570134.1463,627875.2834,612913.4112,590961.1864,612058.9179
6051,6,1,0,12,2019Q3,2415,595771.9984,615705.2132,621392.2353,619304.3319,618535.6772,574894.2676,569120.3173,599204.2303,575913.5178
14545,7,1,0,44,2016Q3,5718,600922.5642,600821.9313,576796.5043,596111.5333,603232.7403,589742.3775,627775.5152,585058.1482,591998.8483
20624,7,1,1,5,2017Q4,8957,626793.9371,585503.0513,584680.5462,586831.3326,607262.3393,609369.2681,623609.1765,592862.4923,581853.8044
2886,6,1,0,72,2019Q3,1149,603187.6939,575020.0519,609580.2947,590478.2922,595917.1299,630462.1455,622652.7253,654283.6604,620341.4411
3817,10,0,1,5,2016Q1,1511,589285.4044,617596.0199,579087.2436,606026.6564,625947.8625,576270.7251,624905.1465,600027.3982,609138.4099
13305,5,1,1,5,2020Q1,5221,595904.3422,589200.732,600904.0884,612123.9231,569061.4961,616287.3764,587750.5643,627213.4364,597796.8301
14598,6,1,1,5,2015Q2,5738,594937.2159,601924.9922,608871.775,607043.8725,616166.9427,617315.7121,573830.4541,602902.2794,615309.2319
18048,6,1,0,28,2018Q4,7384,572558.1156,573326.7808,606115.6114,591463.8051,625214.8077,621821.3997,583463.9379,639910.2923,625264.6606
2674,7,1,0,4,2019Q1,1060,593902.9631,617159.0133,601185.7539,614154.4309,589120.4715,594240.8603,606710.5187,612923.013,625744.7804
5160,9,0,0,77,2020Q1,2063,614325.325,622506.1922,627056.943,610729.1421,571035.2229,568633.8506,608450.9924,572134.3818,602033.5441
8262,6,1,0,11,2017Q1,3297,615460.5222,611620.3946,572042.8978,573949.6623,619783.5859,602879.8791,602164.1528,585866.0598,571488.8674
4813,5,1,0,2,2019Q2,1922,579195.7785,582847.4017,627908.6928,576291.0597,609699.4707,584987.7265,574427.3324,593215.1568,578343.0388
22477,8,1,0,26,2019Q3,10394,590281.4167,571424.6035,617681.6863,574062.2187,575178.7271,609637.2561,578569.0751,601706.0763,568487.356
21920,6,1,0,34,2019Q4,9905,623892.6827,590514.2277,597898.1895,574017.3239,591318.0982,625608.4582,569233.6158,594783.0732,615969.4654
26104,5,1,0,18,2020Q1,13180,575095.2332,627716.7498,598282.8286,625745.9234,582581.4345,621727.7538,590472.5102,617154.3816,579075.277
17758,6,1,1,5,2018Q2,7238,589302.0716,571996.9991,591184.4523,574622.4371,620825.4711,606728.6262,595880.0403,623541.7112,604968.492
24997,6,1,0,12,2015Q4,12751,625675.1015,581476.7811,593583.0968,624127.5214,591829.3222,611678.2583,615224.2501,584502.6379,625037.1041
8620,7,1,0,35,2017Q4,3444,628248.1534,622067.2489,626552.6196,595630.9162,627421.1935,615037.6502,579249.958,638373.3493,623654.4545
7966,10,0,1,5,2015Q1,3173,595498.8011,598442.6966,609997.3265,580007.2079,575044.9311,607593.8535,578121.4193,598932.1002,605093.7927
14249,5,1,0,42,2019Q4,5590,628532.9313,593612.865,597106.6173,573126.223,585747.9092,581893.5531,594690.2308,598151.2953,580780.8408
10441,6,1,1,5,2019Q1,4180,570134.9659,627960.6443,624995.6239,572202.3913,576678.3114,623029.4373,623105.3136,603489.3115,603361.4508
25030,7,1,0,12,2017Q3,12764,574532.3738,595024.2669,615916.8313,624498.8474,616755.4305,609080.045,579131.4302,583129.3339,621727.2573
6264,8,1,0,12,2014Q4,2504,603886.4938,614189.3727,631165.566,617273.4079,582620.9412,582692.6034,618476.2331,596962.7055,578241.752
27923,7,1,1,5,2020Q1,13903,573083.0272,614624.148,594738.5039,615942.118,616329.8695,605854.6796,579192.6914,584368.4802,581926.6354
4081,6,1,0,0,2016Q3,1630,576791.4527,585180.8233,617271.5004,585799.9403,607586.6468,618733.0236,596633.2882,586078.4486,611466.8203
7166,6,1,0,4,2019Q2,2850,592885.9259,625373.7519,634123.9705,586010.0225,622707.9819,572416.0541,575292.8475,607042.6252,622355.7759
19555,8,1,0,77,2018Q2,8234,617531.6262,592675.7978,625605.2249,606770.475,595259.1173,617203.1798,587843.1939,591754.5626,590570.6294
9729,10,0,0,12,2017Q2,3908,613629.8921,579992.9621,593114.6214,577046.1788,622379.2154,601651.7657,578554.9623,590712.7828,600562.9187
9418,7,1,1,5,2016Q1,3785,588458.0557,600964.5161,587929.0371,624333.3733,587829.7378,628014.1193,623614.3773,600734.1719,579000.2206
263,6,1,0,16,2017Q3,113,610050.1456,610491.0989,627852.1612,599488.9834,579245.062,578363.1415,610949.7182,580944.0878,621291.0806
2486,7,1,0,19,2019Q3,984,571147.4824,589040.1662,572758.35,610969.1917,617424.2269,573898.1622,594088.8143,628190.8985,626250.5506
4136,6,1,1,5,2018Q2,1652,626663.2843,592830.5064,610348.3427,615478.2734,578002.7905,581636.4548,599725.9767,614637.1764,611160.8003
9161,5,1,0,24,2018Q1,3668,625681.973,596077.8983,591902.2796,602559.5746,624935.3862,623570.2783,605195.7747,575572.4908,591955.879
7014,6,1,1,5,2015Q4,2788,613629.9361,607395.0993,572156.9015,601398.5014,622357.7956,620870.657,621155.289,600879.3995,569621.2955
8644,9,0,1,5,2016Q1,3453,572567.1308,587802.5981,605919.8205,615815.6369,589831.731,606311.0631,580839.6316,622347.8038,585365.2436
