,risk_rating,Self_exclude_flag,Country_Code,BR Code,Period,Client,Variable_22_Y2,Variable_20_Y0,Variable_19_Y0,Variable_3_Y0,Variable_24_Y0,Variable_14_Y0,Variable_29_Y1,Variable_12_Y1,Variable_13_Y1,Variable_22_Y1,Variable_22_Y0,Variable_21_Y0,Variable_16_Y0,Variable_1_Y1,Variable_29_Y0,Variable_1_Y0,Variable_22_Y3,Variable_12_Y2,Variable_9_Y0
11502,5,1,0,0,2017Q1,4573,581056.8891,596566.6542,574849.7248,591410.3186,594180.5979,601808.9546,598013.0103844558,626594.7865,608897.7338,571466.8627,585358.0995,618510.6043,596463.0205,599902.7073,611643.1683,576073.1852,605431.0339,603761.4045,597393.5857
25786,7,1,1,5,2019Q1,13058,604217.4825,608649.0786,615123.3846,585247.0019,587861.9685,570539.8947,620012.3925,573342.7069,591750.4121,582612.4597,607196.7346,620311.8411,610875.3975,615044.8465,602324.8933,593876.6642,569151.6017,576612.4054,625317.2918
17193,7,1,0,16,2016Q1,6949,597986.932170694,571254.855,586208.4816,587887.6362,619479.5257,609306.4964,606744.3618,600377.2981,620861.8941,616207.3963,596649.7034,595245.7809,576830.3697,598945.8822,571973.7801,595365.2731,598420.7574568063,598484.9789615457,605703.2604
7507,7,1,1,5,2018Q2,2984,586911.4947,573639.674,603690.0969,620652.2907,569601.0516,585181.103,624485.0659,609600.3485,582851.5961,614095.3261,586896.4644,573425.1284,625511.1858,595258.1264,577093.3887,575514.1258,612669.3729,588442.7987,604173.0417
24510,7,1,1,5,2017Q3,12579,576678.8092,610060.755,605244.6633,621699.3421,593529.0183,614850.4262,624847.4105,628370.8661,588696.1654,619549.7068,596918.8411,621043.4369,620844.6133,599651.5735,613643.0679,588484.1531,601542.8304,613459.3296,612143.599
6578,7,1,0,8,2017Q4,2630,625410.6163,576917.3194,584154.8555,576981.3502,622349.9222,626794.1644,577768.4231,599355.9773,580903.9166,601289.6198,593345.3061,599295.0959,656071.7541029949,610378.5078,588624.8111,599138.3009,598903.5206,624768.9902,626238.2962
2234,8,1,1,5,2020Q1,886,593549.3666,615604.6907,583970.9697,588845.2714,584699.8317,624739.3233,572240.1049,590469.9316,571426.3557,616604.1235,608962.4364,593158.1791,583603.4752,580999.3523,624465.4879,602555.5155,619130.3679,606738.9948,606886.8151
18356,7,1,0,0,2018Q2,7549,571117.2276,619617.9948,616547.342,574235.5109,582356.7854,570218.7479,624058.0746,607747.0274,588801.147,575007.2592,617858.4359,596338.7001,597926.4778,617537.1687,606318.0663,598086.1298,625574.464,597510.0327,575607.3432
24378,7,1,1,5,2016Q2,12534,604980.7323,607848.4088,597481.2029,600805.9054,626009.4784,591957.6524,571759.642,625805.0142,608038.6376,599112.5421,607469.3037,602183.0297,574235.2711,617547.8428,604529.3169,616722.8619,599097.2506408074,626954.7984,623268.6561
8725,8,1,0,18,2019Q4,3490,592239.105,594249.3493,577984.1759,614086.8612,604766.6183,588886.564,597583.4594571071,602919.0848,588537.9886,573235.4015,620224.3546,615235.8332,595543.0713,593512.8181,573723.4063,615303.5858,593291.8694,587294.9529,618763.4405
3073,8,1,0,11,2019Q2,1221,597384.7989,607699.5333,598589.5949,616046.6331,601001.8482,615334.278,596891.0575,586626.8377,616185.5745,600918.2079,575651.52,602407.5127,625366.1246,587492.4642,614611.9925,573057.0284,572101.4216,587532.201,600136.1102
18387,6,1,0,18,2018Q4,7567,584785.3073,607744.3602,581036.8617,572328.2035,608280.6023,575444.7723,598058.9649527033,608487.2164,583043.3051,581456.9583,609385.5087,607859.3934,596191.9151,588686.4323,574899.0674,627363.7994,611602.3026,599791.4073,617148.586
22529,7,1,1,5,2019Q1,10443,607042.1339,594415.2738,599362.2108,598378.9182,589334.2192,569678.0842,609613.7566,588178.4758,623538.0949,618449.5884,586324.3037,604437.9816,611084.9139,617262.1338,581399.0478,582563.5555,598944.5815950978,577188.5,580709.4999
5045,9,0,0,11,2019Q1,2017,575493.2224,603877.9109,631075.7056,663084.3184,616502.3261,597619.71,624163.9317,574083.4885,627017.0649,573098.9182,616352.1063,596518.3572,614122.7067,579857.7089,606357.1407,625455.1121,569985.4141,612780.1727,661965.2196
20814,7,1,1,5,2019Q4,9065,598868.6457,588649.504,576188.6796,608323.8065,613333.7823,572304.1609,571376.0659,623271.2145,584083.9944,595535.4801,613827.0678,584943.4278,617684.1028,578483.1468,627916.3221,583237.18,599050.2275797183,598818.6155,573196.9237
26649,8,1,0,34,2015Q2,13382,599691.3195814905,574964.3148,580303.3592,587560.5619,624332.5553,619215.4077,585862.6994,628000.4177,624324.9005,600260.2369,603753.6994,594675.6568,610722.726,612912.2695,578717.2002,620907.9116,599128.8551001633,598328.2257598898,581816.4834
25525,4,1,0,12,2016Q4,12960,592198.6204,569554.6955,589393.0473,588817.7189,620069.9838,609722.3659,595522.9134,585030.8187,628643.5071,607347.2209,591723.2267,609890.0233,585276.3478,571004.7896,610296.2054,596666.2174,610031.552,591105.9021,570854.8572
6163,8,1,1,5,2015Q2,2466,598942.0703315747,611613.409,584006.2858,622071.757,582195.4436,591583.7221,578016.6541,592596.4865,598434.3828,614552.4292,616076.6289,578413.811,595193.1978,613500.6458,572051.4948,593826.2617,599150.1750309224,598892.3459230809,568886.3755
24784,8,1,0,80,2016Q4,12671,618789.5019,606201.1027,616930.4287,587672.9912,623352.0684,593778.0562,617467.1829,597795.9423,607256.1493,626803.656,575330.7334,605496.3672,590510.0343,600368.476,586210.2953,580992.9008,607085.618,577139.1615,593000.563
26141,6,1,0,8,2015Q3,13197,600067.7660715092,616205.0094,579500.2403,608126.8488,624421.7044,595105.9246,609205.4012,584626.6496,624759.2322,610794.2005,618498.0445,599313.1584,570703.5436,583362.316,587101.8785,581819.5517,599684.9100764549,599089.4861400934,612990.268
23572,5,1,0,12,2020Q1,11563,597293.9240246813,612089.2906,598405.6922,584035.9386,611995.2305,610267.1061,598306.3796938814,625219.4328,577230.4952,595555.9724,617140.2378,594922.9176,624575.5272,609869.3846,599030.8893767896,590894.0504,598540.210272252,598560.1176881396,592923.6822
15295,5,1,0,19,2016Q4,6034,608199.9909,608478.5323,626210.1069,602175.53,597047.622,598761.655,606769.6088,624710.401,628351.2856,573583.6252,570518.0071,591697.2877,586537.9686,600994.8217,599643.0547423435,572359.6022,626935.27,582889.0594,614518.639
9733,6,1,0,53,2019Q1,3909,586753.3364,580119.789,604256.1272,621513.4252,580547.2124,594256.4551,598205.6799491043,570429.0633,578516.9019,597034.3898,613784.1674,600547.6398,574547.318,580910.3131,600569.6518717279,623125.0273,603892.8641,599301.0539,580546.3156
4634,3,1,0,0,2019Q3,1855,580577.8735,602386.8539,583671.6861,599396.0644,601726.3195,627217.8794,597415.3338157854,578700.5423,573976.7238,609772.591,606574.2831,596218.8672,607731.7947,598301.2347,600604.2831162342,591430.7561,597947.1486,604209.3234,582908.2055
7834,8,1,1,5,2019Q2,3123,623134.4617,606130.1126,584939.5203,626064.6298,583752.7115,583255.8753,587145.1291,589959.2567,615595.1608,594252.2042,589753.3401,610680.2706,592228.3753,599763.056,569307.9225,606142.7201,582384.2402,574859.7809,624186.6986
23514,8,1,1,5,2019Q3,11498,614244.7017,610322.0837,617546.7987,589899.0049,574078.2102,586865.1311,572317.0783,616479.8609,586386.2345,593541.2467,599837.1834,604210.4112,588746.8476,585145.5931,591957.5928,598806.6079,599245.5816213086,592453.0419,594231.073
14375,4,1,1,5,2019Q4,5647,580984.056,618605.5439,580047.0268,576484.3471,622062.1864,627982.4893,584070.8936,625746.4311,612431.9346,588627.9201,625882.905,571597.4965,624636.8559,593837.4377,625193.5381,622258.0427,608190.3078,599717.7913,616025.2372
20547,10,0,0,33,2019Q3,8895,598058.7169128126,573737.1023,584277.9389,635584.1967,584900.4213,582838.9147,572841.4099,610541.5317,576075.2272,627000.5943,621036.8091,613813.8789,570191.4086,575770.7503,604910.7063,594180.5937,599200.1986860444,598882.1167410424,590766.6516
11721,8,1,1,5,2016Q4,4661,613504.7693,582075.322,623302.3164,600281.013,616495.0753,577507.6681,596911.8915,623079.408,623980.8673,599295.0461,587638.855,605739.1239,620085.4748,593328.8464,618843.4614,627082.5402,594525.4342,594216.3952,616949.3906
19336,6,1,1,5,2019Q3,8096,592654.0761,584233.2461,604134.3251,621251.0584,595718.364,622215.7566,612075.0721,578492.0411,590822.7942,601073.5915,625429.6229,605174.2874,655157.1110582825,584762.9541,621780.4544,624015.4335,605014.3135,578761.5558,619056.2511
19177,6,1,0,80,2020Q1,8003,627185.3593,604817.4764,622117.6796,572336.4692,599677.0623,626846.1789,595344.8987850576,583153.4635,587559.2037,581537.2422,609393.107,571527.7429,619465.1261,610537.275,582272.1219,575292.9394,621153.8119,593285.346,592075.8962
3527,7,1,0,19,2015Q3,1397,597215.9643269546,594926.4303,604082.323,604516.0506,580593.3534,625463.5974,614294.8067,626425.0092,580188.9532,594328.8201,573535.1185,605437.6561,612409.5628,573748.9413,594495.4244,610741.6464,599239.0977430262,598847.2630555185,596842.5198
2317,4,1,1,5,2020Q1,917,591638.9722,587924.5944,627602.7321,623565.929,605783.8738,579709.8797,599705.4525310853,573706.3428,592917.8599,593771.3739,599865.6615,592313.47,582272.3375,600950.5718,598893.281082774,605980.1037,579548.6151,593762.0702,595820.3518
7741,8,1,0,16,2015Q2,3090,600613.2819118015,612468.5769,589355.4283,571011.7224,596833.0037,610998.4564,598641.6353111374,626976.6946,597858.5414,581952.4863,576818.3802,589352.4294,653450.3370983559,620570.1491,585742.903,584966.8161,599335.4418336378,598433.4107818443,606454.6188
3958,8,1,0,12,2019Q3,1580,594822.4452,623270.0702,629238.2186,626400.7778,624215.7814,585250.2297,613864.7252,613788.2628,573222.1401,621491.0783,612938.7537,603601.2413,608181.4777,569803.7033,601637.2146,583781.2007,576331.484,575797.0691,605562.6977
12882,4,1,0,30,2017Q4,5071,618131.5156,600306.233,578587.6398,593119.2363,607719.8008,613267.5209,575130.3132,576727.4942,617506.0973,600048.1084,603987.4075,624968.018,587344.6413,586421.4331,587641.0212,595231.6976,594539.6076,574759.8898,594857.9878
22338,6,1,0,26,2019Q1,10257,596215.9281645893,616791.0823,606309.9853,617408.9237,597104.3211,586247.445,596349.9092099923,594841.3036,586724.194,596447.22,576816.6966,577272.5387,614427.2664,568696.9227,598176.0880656962,591711.725,598930.6167839825,599007.3335741732,609156.2785
2914,6,1,1,5,2019Q4,1159,591150.3969,617353.3684,611318.5933,633691.7684,610372.6702,612206.3286,624463.5279,616383.8732,572433.4613,582729.9085,598177.1121,575900.1769,570874.5879,606357.9569,612580.0806,610784.6548,626736.75,586414.2427,587036.8972
23382,8,1,1,5,2020Q1,11341,598897.61158055,604229.9835,595324.3012,598399.5116,580485.4448,579784.858,589515.9193,584754.9815,574040.6784,589341.9617,624929.5251,570406.3881,623241.2265,625773.2434,578609.2291,605570.655,598948.7030585418,598603.5381534937,588466.5919
8112,7,1,1,5,2017Q1,3234,628459.4845,610640.7128,625643.6192,584907.0495,573401.344,594923.0774,630073.1877,578120.9485,571193.4907,626908.1835,602494.6988,573346.7564,572910.82,597281.6048,588568.8274,642541.8502,601812.1097459918,626760.1287,610534.435
2331,12,0,0,8,2015Q4,924,597486.2283573323,591331.9364,575662.5602,583019.3735,620518.2741,576200.6584,577922.9995,622203.0129,628114.5603,597152.4057,600229.3376,590030.853,593670.772,574057.5141,627459.5834,571397.4582,599151.6857021187,598769.7828291818,619000.2896
27756,6,1,0,12,2017Q3,13842,599370.2443,619690.1155,595012.5388,588854.8481,598900.8453,620997.7626,617335.5077,606471.2432,605703.5074,584902.7291,606304.9213,585127.2549,613250.3865,570263.1164,608338.7492,610470.2461,576067.8258,581447.6521,613810.6342
5907,8,1,0,19,2015Q2,2355,600979.418227608,592200.6649,618348.6339,582922.8775,577746.6201,606471.8408,584492.2763,613718.7562,570289.5577,587345.9465,589882.1592,617826.2969,582792.6626,620858.6508,576025.5405,575442.0845,598952.2584924229,598236.9355853798,631699.0762
12706,4,1,0,30,2015Q4,5007,598847.2350874073,583376.5812,589228.7603,603213.6925,612580.7337,616654.7167,603535.0939,620665.1197,585145.7091,586246.0035,590738.0381,568890.7123,585785.1224,608474.4796,589652.1319,609757.7704,598907.4755782062,598585.8586008276,607772.4596
16414,6,1,0,32,2015Q3,6556,598530.4848097588,598430.2310678365,600457.8982,594153.0506843904,598483.1137094533,596678.022472237,598940.7576685282,597820.4939594365,598815.2322656702,597495.5096224456,597621.1486140264,598556.7002939155,606598.0268246336,596539.8319086281,597853.4990467783,596792.4884260946,598615.9355317164,598157.288857078,590389.9843
1183,3,1,0,18,2017Q4,464,590241.7363,574342.9698,608175.353,588146.374,569514.5848,626807.2649,599219.9032691013,575170.505,593840.8336,594243.3351,575904.7386,598450.5806,654702.7139443428,573440.6199,600328.1517001124,628887.3346,571665.319,586810.5279,604131.9983
19242,6,1,0,3,2019Q4,8043,615721.6981,588261.4305,585732.6384,596914.0093,594677.0913,577437.5291,612592.8373,627465.6446,582789.0919,575128.787,604327.4834,627501.1191,627533.0178,584103.0145,603900.524168895,600916.1322,572995.0847,584069.4311,579540.9116
8343,8,1,0,19,2015Q3,3332,597889.5593565771,613273.0097,603557.2712,609751.0715,612835.9133,615158.6742,599736.6950570528,598887.433642118,598768.6146752107,596609.5381794594,596319.1588,597891.9702,574037.2666,596972.1297646316,583457.6217,602799.2688,599045.2248020459,598677.4434097573,619342.4085
6541,7,1,0,21,2015Q2,2612,599526.5671232423,572641.0311,574744.8283,599199.2418,627847.8514,595380.2804,600074.1011120176,598375.8302303553,598761.4080153769,599938.2756049166,589450.9915,603061.6084,587533.7308,599528.2093923426,578047.0568,628529.6751,599051.6046709019,598442.1721917083,625511.2969
5383,8,1,1,5,2015Q2,2145,597092.581089291,585067.127,617161.8329,584787.7935,579658.7428,606315.3621,611813.3212,627906.4644,622288.3951,578680.7918,592019.26,605815.3321,625408.8879,597839.3983,581204.9436,577922.5831,598579.9271628981,598227.1794936745,569974.0307
21218,7,1,1,5,2018Q2,9343,621742.4773,614919.0476,586902.4808,626083.0841,598984.2723,627261.418,602080.2411831225,582213.5512,613729.4408,570289.0571,587359.3371,573031.2639,656380.5208030659,626084.3374,598974.5408945883,593802.8683,599054.267732095,599977.3725,592297.5256
16029,4,1,0,30,2017Q4,6378,622631.8899,572215.7471,572434.8913,602722.8352,570493.5231,612652.4139,626556.9254,576185.4846,568618.4172,591173.63,609283.5488,595808.8419,604255.6965,578191.6222,604152.1757,585803.9552,575362.807,616078.4411,615724.0765
1931,5,1,0,12,2018Q1,759,590493.0045,572585.9089,612364.3847,616164.5052,577302.7972,601710.6702,586029.6715,572346.213,573117.4068,616987.1387,617670.4897,595190.7033,616907.2448,600420.2831,574397.9155,624489.0919,597155.6462,601847.3657,602523.6323
2988,12,0,0,4,2020Q1,1190,586696.6544,622395.4113,618868.3566,595317.9276,615343.7751,603480.1947,605036.5644,619038.8146,609275.2011,588074.1165,606857.2481,611512.1533,569910.8499,597586.821,607947.7187,610678.242,568867.0997,601197.0722,606884.7943
13943,8,1,0,21,2019Q1,5482,594299.7046,602819.6182,594582.5927,609177.7688,616751.1467,597791.1419,593577.35,624877.8955,581701.1274,610727.5412,589356.1446,576589.5946,623955.0821,610006.2144,621502.372,618125.1668,614212.2728,618799.4263,592441.9374
23983,7,1,1,5,2020Q1,12080,598559.1467,620480.5944,587093.3958,611787.5338,615326.9763,626714.3824,612973.88,583009.586,597025.0008,592704.5839,620809.0606,598333.8663,606137.6625,621875.4679,578197.937,610214.2304,568606.258,607034.2397,614880.9055
13477,4,1,0,21,2015Q2,5288,597235.380169529,598495.5385026386,572273.3349513698,624229.0949,598503.9890108989,600063.3552934784,598914.9446721093,599880.9804118241,598827.7466891683,598156.8679587621,599036.0455885793,598506.0262341099,606607.0294779117,599911.26234237,571881.5528,600526.6189165877,599009.1072768191,599370.959630801,595023.3052060137
14480,5,1,0,30,2015Q1,5693,597597.2456806109,614823.1698,620597.4355,616870.0569,616998.8082,609189.6591,599870.6290734172,598923.949917935,598744.1915567662,598483.5670194626,591385.6504,608261.1417,582924.3006,599862.5359368203,617993.0406,573610.4471,598761.4858881736,598572.7668454514,605346.5677
2753,4,1,0,4,2019Q2,1094,597793.0459,620138.3224,625515.794,608937.7315,624509.3632,576090.7387,598251.5969043005,624672.3486,595702.95,581730.0269,599720.4775,594166.6589,587128.6554,613196.5883,599681.0778127804,624949.0168,620953.4086,589476.1166,594912.0647
26040,4,1,1,5,2017Q3,13143,585159.3359,620152.2962,605761.9161,581727.845,573119.1985,621972.9948,616563.282,572052.4221,599909.9959,570642.1987,618157.7165,613613.0069,600940.0856,582645.2647,572976.7572,600969.5497,614090.1513,578955.1797,585650.1768
214,4,1,0,0,2016Q2,95,608514.8372,583944.1868,577253.5134,627452.7177,598617.4043,616421.5708,598054.6243091275,592405.3341,595800.0505,627668.9155,579330.4364,592294.5177,625305.6958,604008.7865,598294.583280568,600988.2692,598701.2137094736,581297.6831,575710.9848
13888,8,1,0,12,2017Q2,5464,609541.4461,627932.0242,587034.6508,622476.7979,620223.6376,589141.4172,622745.2256,617851.3544,584988.0495,619213.6863,603893.8348,572973.8062,610992.8825,599624.5856,591043.3849,584185.2692,614823.4669,590436.6894,576174.723
1712,6,1,1,5,2015Q4,671,598049.8221139734,601725.5601,580719.0018,606233.0838,569435.9535,603184.3467,596025.0726927174,593243.3359,625663.5343,610410.6399,608258.0358,571573.9292,589777.3409,573140.5221,599050.1266836663,588213.0778,599315.6483916651,598585.0484086357,575688.7074
18000,7,1,0,1,2018Q2,7362,626330.7755,595953.9028,612766.2995,589802.3239,574265.079,576954.5237,622027.8365,576738.5603,614489.3673,613347.5406,612518.0404,609271.6435,606613.8863762774,627183.9933,619687.779,574864.5262,577278.2389,581509.6205,587888.1072
8894,12,0,1,5,2019Q3,3554,598303.3668,612043.2646,580185.8645,578903.1068,625373.5348,595877.2745,614637.482,571919.7598,600042.8019,583958.4975,590230.5744,604354.6517,601393.7518,606063.2545,568261.3507,591034.901,604742.4315,571523.6377,578177.6451
8411,9,0,0,16,2016Q4,3359,603211.3898,599282.4623,568362.2323,619373.3521,614698.5157,628556.7707,601522.4899489811,609307.6442,587006.9797,616042.6121,610119.7126,569061.196,656624.868517359,613906.0104,598140.3342968565,585008.8819,599646.1881697759,593500.068,586921.3304
23856,7,1,1,5,2019Q4,11911,620401.1993,569301.9529,579154.0722,583998.0497,603279.1285,620485.9582,592572.3534,610863.0396,614666.3355,570495.6389,612036.1331,623173.9215,656062.5871542114,607156.9425,573473.1871,578953.4805,599142.9033067962,591005.0829,603020.8606
25469,6,1,0,4,2019Q1,12941,611871.0732,619254.6995,608054.2151,620861.598,610143.6841,578026.4517,602923.3707485625,600636.7648,575342.6544,574470.6682,616751.9223,598528.1029,574862.4661,592452.7988,602452.2207608304,600187.5945,590151.5416,597048.2519,582234.573
21133,8,1,0,53,2016Q4,9279,640429.3563,600437.9796,564858.1626,613770.5959,593005.5806,645242.2412,581083.5017123247,576229.8881,617356.141,632677.279,602976.2425,596506.1781,602811.995,594466.7696,592529.2517363732,615377.7665,599201.9493524767,620889.5237,597689.546
16990,7,1,1,5,2017Q1,6843,615558.2501,623284.2274,595914.8516,571410.8473,600805.3395,600675.8837,609833.1851,576135.7612,603434.8395,575793.6249,570953.2137,618279.5699,604346.0724,615786.4085,606332.4411,588034.2813,584467.7647,580586.4308,603008.1271199295
